genome	true_class	top_class	top_p	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14
G000269565	5	5.0	1.0	1.5610902345798664e-31	2.438161237032679e-40	9.088493499648672e-21	1.0041102606501984e-13	1.0329739077978151e-19	1.0	3.580991856890781e-20	2.4990714492003068e-17	4.729166869742314e-30	2.7442448253278014e-23	2.6751350584218203e-25	1.8765346998074387e-19	6.205338577095896e-28	6.664453988225916e-18	4.989683812606729e-22
G000026125	9	9.0	1.0	5.542805247070599e-39	2.002372728017279e-36	4.4841550858394146e-42	3.017886539254949e-38	5.289343718530627e-32	2.194394670686807e-33	0.0	3.4574932325933736e-29	7.8776541219452e-29	1.0	2.917354351091834e-18	4.728172589600614e-31	1.2691825877578704e-37	2.0547001161655857e-39	7.723082832736375e-35
G000389735	13	13.0	1.0	3.40497649685401e-24	9.217974030380443e-26	1.5742101961224323e-24	1.2084701816052182e-35	7.766212170946412e-21	5.412726648592804e-19	1.1163272551476596e-27	5.059668625218612e-35	8.004758660117624e-15	5.465064010866787e-44	5.199893667752439e-33	2.1927589617753038e-29	1.8386523873965285e-35	1.0	2.496006195782871e-15
G000158955	1	1.0	1.0	9.121702426939671e-35	1.0	1.5565658273532125e-30	2.395437664725204e-37	2.3010964058036356e-22	2.1154031430405214e-21	6.766774995928968e-39	4.1553156362302065e-31	0.0	4.414322644577711e-25	1.3743545784116947e-25	5.769203074504657e-28	2.8365997161461687e-38	2.0627441332071248e-30	3.86953021372962e-32
G000423745	2	2.0	1.0	1.1733585311728871e-15	2.211503039824436e-19	1.0	2.922365821556028e-11	8.597058306946456e-16	1.273928120111567e-12	4.103732043936462e-28	9.442729931308236e-11	2.4340210539437956e-24	3.6299186672999215e-17	1.208070401263789e-18	5.396749713781901e-11	5.958924314507482e-21	4.4288664392137727e-23	1.9827415885319504e-19
G001818205	0	0.0	1.0	1.0	5.33657847486825e-35	1.961817850054744e-44	9.273965067761545e-30	1.5269452359934438e-34	6.046766473475737e-35	4.716289391393522e-36	8.053865397018209e-28	9.935206112062953e-43	4.063513312818391e-40	1.1947643632514755e-28	4.422263121234439e-24	1.0142041295673499e-20	1.8654178461956061e-31	1.9027778590432708e-29
G000421825	1	1.0	1.0	3.5867741690052834e-28	1.0	5.568240755890339e-30	2.7059073346112218e-42	1.84197488701982e-18	4.091422746193799e-24	1.378825909333739e-29	6.614063973884718e-30	3.0317953681859407e-35	6.961162678747013e-21	1.5015000032567391e-28	4.358430480295815e-20	2.4030860235258434e-32	7.559393977153266e-26	3.7555940860635986e-29
G000425885	2	2.0	1.0	6.316240136326562e-23	2.408032116418843e-17	1.0	4.086431623246466e-24	8.193524870441427e-22	1.3472708700350191e-14	1.3393610722016602e-41	1.512877065379622e-22	1.2921296260224213e-20	5.759199778460706e-20	1.8560053137484454e-24	1.6545765828710032e-20	3.803965539977517e-23	1.1921990765656602e-24	7.225418773241575e-20
G000158915	1	1.0	1.0	1.0471211698135816e-35	1.0	8.659071307931156e-30	2.7928895658023037e-30	1.0215905971746812e-18	7.225859505411701e-20	2.4024003804828025e-38	1.800232046562463e-26	0.0	3.594714189524764e-23	2.176861421438349e-25	8.34504520456616e-26	8.816626339148297e-38	5.917118239828796e-33	5.2857587428792636e-30
G002011575	4	4.0	1.0	1.3172580430945158e-12	3.834445855452142e-37	4.2470298149779623e-16	3.67021790089188e-15	1.0	3.727941511044719e-09	7.769159733941552e-25	6.027858347895126e-20	9.058274455685096e-29	1.3872673505579544e-29	3.5675662424239363e-10	4.1149977647592095e-08	1.2322327158642565e-08	1.3802218916392217e-12	3.667581793820318e-10
G000178875	8	8.0	1.0	0.0	2.9296815271583304e-38	2.802596928649634e-45	7.567011707354012e-44	5.255051410018426e-40	1.7758094919002677e-39	0.0	3.210955199592079e-38	1.0	4.2593152395683e-22	3.694686419916985e-31	1.916348293276578e-37	8.53158569618275e-39	0.0	2.9275774969305382e-33
G001801635	9	9.0	1.0	6.33884887870537e-33	2.03212805370154e-30	1.4096307935942923e-20	1.5187971233316313e-31	1.3207994314036965e-21	3.7394314941921313e-26	3.9380130223534604e-40	2.429602391515054e-19	1.4383013389144748e-18	1.0	1.051920158678867e-15	3.137215079146411e-26	2.288426688241905e-32	3.28271420616848e-31	9.03734915160769e-31
G001805845	11	11.0	1.0	9.410502956770775e-20	1.055534915341212e-28	0.0	5.329492022786352e-30	1.0817842201574354e-18	1.4248161817418893e-21	2.8361201793457256e-33	3.6153467841777264e-28	9.45552815185269e-33	9.443812692857673e-18	3.0342243864780994e-28	1.0	1.5420352915375003e-27	4.88014807133933e-28	2.375349424595291e-19
G000495435	3	3.0	1.0	7.711103022583746e-27	3.1966196357816873e-23	1.1676508823758753e-17	1.0	1.0979338471099175e-14	1.4395806768874309e-10	5.942059995087123e-13	6.410834735168239e-24	4.076689017517587e-22	1.0080801738822405e-25	9.552477590131416e-17	9.846816980761629e-21	5.738843918567552e-29	7.323746054055391e-10	2.8869094614858426e-11
G000018265	4	4.0	1.0	3.5305429278359585e-30	1.908750861765511e-17	4.3392297522753195e-23	7.005057092934324e-30	1.0	1.5173571137454552e-21	5.718328300903702e-35	8.320742592747542e-30	3.43193419406643e-37	4.317801614273326e-21	5.435713860159424e-27	7.336962786374644e-20	9.626407120769436e-32	9.894876467925545e-26	9.889435121411607e-35
G001574865	9	9.0	1.0	2.715696190756505e-26	4.0893144168169827e-25	3.684452448549291e-32	2.1339472560601245e-21	1.5888393257869165e-25	9.730316184743064e-21	2.745770896470474e-25	1.0359695811602671e-18	3.9778799608442033e-22	1.0	5.067059934208947e-15	2.9177899444024044e-17	1.4431675357518253e-15	1.6481355912582568e-31	3.611698442665277e-18
G001004575	0	0.0	1.0	1.0	3.2213640995908415e-20	4.482436788605001e-32	3.656648081001212e-30	1.0439105764330873e-20	1.4221134660256003e-19	4.384249294718423e-25	4.166943568420179e-27	4.1849814696124735e-32	4.075028465527801e-28	1.5232140974431353e-14	1.0106618402686441e-14	3.6769198796804403e-13	3.3485310134995927e-17	1.66098528745138e-17
G000768675	1	1.0	1.0	9.318467752983086e-38	1.0	1.868519156155623e-35	1.6815581571897805e-43	1.922182878632498e-15	2.7511368509803187e-34	4.1183698895895027e-25	4.243742433869683e-31	1.5764607723654192e-41	5.3368688816659755e-33	1.0582590342784314e-23	7.142101018691269e-38	1.7032450726132107e-38	1.0625884196776983e-21	7.006492321624085e-45
G000013225	14	14.0	1.0	0.0	5.38026132964266e-27	1.1630777253895982e-43	1.4697539345976484e-35	1.1272367754511625e-24	1.5293827131505715e-18	0.0	4.1673111899279636e-26	8.062718415490071e-28	8.505188356328887e-34	7.704574129055427e-20	3.41793381401778e-19	1.3514880198857049e-27	3.023377669210914e-34	1.0
G000997145	12	12.0	1.0	6.324132298569929e-13	1.5988592151379042e-25	6.000610498374303e-25	1.412118797780487e-18	3.9899587565576304e-16	1.792861471126836e-22	1.1823846730775066e-16	9.291719890918173e-27	1.1914558485816792e-20	2.0940215541428235e-22	1.8505267765007608e-16	1.250050844087136e-12	1.0	2.228923625083516e-20	2.8509351997219046e-12
G001574495	9	9.0	1.0	1.351854755465715e-26	6.460764034486682e-26	7.746163939821259e-33	3.7223036688109964e-22	7.920726168111511e-26	1.8084557643780212e-20	1.0614357672829951e-25	1.5103249112770502e-19	6.27320998275729e-23	1.0	2.2186393279738197e-15	4.368374232989286e-17	2.8712296682574686e-16	4.807191788401025e-32	2.2151506478318533e-19
G001029505	4	4.0	1.0	6.300931332248183e-09	8.807852887846059e-23	1.5756340062714676e-40	3.394671281838415e-21	1.0	4.000632375425009e-21	3.5054725866893197e-16	4.1087173135975086e-26	2.1549189187062304e-16	2.1774235540164206e-20	3.885552501969869e-08	2.1245059045327253e-09	3.3604726722276953e-23	1.3761285444502391e-09	5.788998475351789e-21
G000153105	11	11.0	1.0	3.710484073729116e-20	4.101894590160477e-31	3.7574560680541137e-22	7.708750306563683e-27	1.2500342982946222e-08	2.1989128295984983e-09	6.754258598045618e-43	1.0298407837768496e-14	1.445469003678854e-17	9.386603392768403e-17	8.23581647324545e-10	1.0	2.973118301937022e-22	3.7839226669686407e-22	1.6411561779700046e-12
G001189575	2	2.0	1.0	1.7363915822217194e-34	4.831733156930542e-40	1.0	4.905701897731421e-20	6.499261546136354e-23	3.4944134391645676e-11	3.2827817754645564e-28	3.354029098581669e-24	1.3413069884577528e-29	4.60167020703478e-25	2.8325643456686866e-32	7.271771100286126e-25	7.304044632513882e-26	9.900583013758204e-25	2.6769494076889495e-27
G000324725	8	8.0	1.0	0.0	2.576997516826773e-37	0.0	0.0	4.432890383504565e-30	3.0517477956065866e-41	0.0	3.283204246253451e-30	1.0	1.5550156325765946e-24	1.6407976712167515e-29	4.853410459446507e-37	1.692768544904379e-42	1.1770907100328463e-42	8.78433999653552e-36
G000971055	7	7.0	1.0	0.0	0.0	0.0	6.168095450418547e-41	1.0393185726909268e-25	0.0	0.0	1.0	7.794853420927547e-36	4.176960117438271e-24	7.266099744082446e-29	2.7640217154743954e-35	0.0	0.0	8.619403014956879e-35
G000017305	1	1.0	1.0	0.0	1.0	4.511962522614857e-24	4.643422631761334e-34	2.960405920404696e-09	2.0503884584064734e-22	0.0	1.1079780599492493e-27	1.401298464324817e-45	4.6426376961432564e-29	1.6274327706456425e-29	1.665201978154964e-27	3.0828566215145976e-44	1.335173113032309e-18	2.1463249758646523e-35
G000384315	4	4.0	1.0	5.351621980997644e-28	3.715622847919563e-14	9.33107107206621e-13	6.035833532222874e-23	1.0	5.151636911010214e-19	3.031590379879079e-33	6.335545140399131e-23	3.313491149724986e-29	6.7424618601223176e-21	8.241953735610541e-23	2.547600481377568e-19	1.8083680196775296e-33	4.8388885082140326e-26	1.94729370748134e-27
G000258495	11	11.0	1.0	2.3490901462544713e-35	1.2521777748413502e-37	6.409270029562733e-24	1.628725896259014e-20	2.3311609316925346e-16	1.1643215376021339e-21	3.1242030989163394e-15	2.2837467670340564e-22	4.159409497600866e-15	1.0797909943027935e-14	2.5345723867298576e-19	1.0	4.948706242296229e-20	4.398335268997759e-26	4.7787875925032814e-21
G002005325	7	7.0	1.0	0.0	2.2642348742376113e-39	4.7852016401241724e-39	3.2592693911525296e-23	2.1889245926730895e-35	9.44059774351719e-35	0.0	1.0	5.995357052409596e-37	1.0545985157355738e-18	4.988095135499932e-18	2.0269388515222503e-32	5.605193857299268e-45	1.1070257868166055e-43	5.7426601006041066e-27
G001462255	11	11.0	1.0	2.3179983973942164e-11	9.96754862714151e-24	1.784973983856952e-41	2.917436070504209e-08	1.0336539990504464e-15	1.4614864877013002e-18	6.483990861588795e-13	5.093517294779421e-21	1.1201650673650495e-22	3.830863803579381e-22	2.535346059096536e-19	1.0	1.810788660943502e-13	1.1211152042559113e-20	3.723746588857324e-10
G001643585	4	4.0	1.0	9.55831020606665e-17	2.1206755273183316e-17	1.6137721375130416e-27	1.1668354477280205e-18	1.0	7.56520002198613e-09	5.310588194639728e-26	2.193475196720756e-17	1.2988772962931253e-17	1.4874540135748125e-19	1.246021803124513e-14	3.060598124357593e-15	1.4253957278722408e-24	1.4713024635432115e-12	1.793848001998416e-13
G001188915	2	2.0	1.0	1.5653302586632872e-39	1.0785794279908117e-41	1.0	1.0285140714367688e-21	2.2078307693745486e-24	2.2275947955669026e-15	2.750261062505892e-30	2.5797640424034998e-20	7.621944581295546e-17	3.350437414880198e-23	6.068460208165244e-29	1.2737800145476095e-23	2.391688586420614e-34	2.0481084363502344e-27	3.734968455022215e-34
G000830885	4	4.0	1.0	8.233297249100753e-19	2.389891776751856e-19	3.1220929785156924e-42	9.443930078065584e-31	1.0	4.939253758599882e-14	1.249684973102829e-25	7.195783442501988e-23	4.6947562107733145e-18	2.2726376648907177e-24	1.7424457694778061e-16	1.3670218657144823e-13	2.4215757166417412e-15	2.4922664016655627e-23	1.4378234353155723e-19
G001001345	0	0.0	1.0	1.0	1.2290922852819286e-30	2.1111762844254462e-16	6.448290403150766e-23	9.844211013471111e-24	2.186434337270058e-23	5.365106125280519e-23	1.060169694833922e-24	2.1460346788103446e-31	4.344673773071223e-33	6.815140543020754e-24	3.511561465910684e-24	1.948511339257275e-13	8.560865587131153e-23	3.452084761768371e-17
G000332235	14	14.0	1.0	6.707518007508371e-37	6.564018318528881e-40	1.7088579951693616e-27	2.615559296783398e-25	6.30318346174646e-34	2.5805344706712135e-18	4.4992459492614214e-38	4.271375097428135e-28	2.6670385036628416e-22	1.968727127325885e-15	2.719401386611857e-23	1.467714838554457e-12	4.819701326138747e-15	9.96653022807958e-30	1.0
G000253275	6	6.0	1.0	4.1456373242136624e-18	0.0	3.090608101489867e-31	1.3599930451574035e-23	7.057320372537442e-26	5.659842801879522e-27	1.0	1.0815121540613534e-25	1.7448561776871354e-28	5.582348563496869e-20	3.214381208880731e-19	7.494116377535897e-15	1.4981956465925766e-17	6.580419933778873e-29	1.5566723193636493e-23
G000196095	8	8.0	1.0	5.444823252274121e-35	1.3919505234311766e-33	8.969941678785775e-28	8.162511426389187e-38	1.923354905177368e-24	1.698113872983185e-30	0.0	3.968419557613308e-31	1.0	1.2995728631402054e-22	2.2859308093084036e-25	9.475818763930171e-26	1.9393724275854992e-31	4.653667627521164e-36	2.8094736281828006e-30
G000420825	3	3.0	1.0	1.120430283384572e-29	4.662388634344417e-30	1.3098444213642087e-31	1.0	1.5397793394745974e-18	2.8875930130376354e-18	2.8426116781321544e-23	2.45203103839526e-20	3.5493899101139737e-25	2.311057577587368e-27	1.8701455314906745e-12	2.516724087398854e-23	3.7146391673820926e-17	3.895892472129815e-18	3.1106294439130648e-18
G000686865	5	5.0	1.0	1.0019048682566974e-31	2.4910314562286584e-30	4.551732895926654e-20	4.018659794018023e-24	5.1017453184936225e-20	1.0	5.090128576666546e-32	1.8991167865896122e-28	9.990488104456683e-27	3.083051525393177e-29	2.5814948307447766e-29	2.545785782311764e-25	1.3495097046468303e-27	7.883803410183125e-25	6.559703215738535e-26
G000378625	8	8.0	1.0	0.0	1.0682371727008317e-37	9.411582066937057e-27	0.0	4.1531159239513885e-37	6.936037707394265e-35	0.0	4.600292908900621e-36	1.0	7.881722224310989e-19	2.054144639714475e-31	3.747781128206734e-36	5.1307447792165706e-36	0.0	5.223466990137856e-35
G001656475	8	8.0	1.0	4.979504566552187e-32	1.831373871540018e-26	5.797752803727791e-35	2.54442128116843e-29	4.292051982636562e-21	7.638497004424303e-27	0.0	1.3434105578409336e-23	1.0	6.252995739978258e-16	7.385133567810006e-24	1.0485012640428689e-18	4.2696386520272565e-25	2.2560905275629555e-43	4.557533799664091e-36
G001775955	13	13.0	1.0	3.1922431932517022e-24	5.416541347933671e-29	8.50052451208553e-25	1.6216603767867024e-25	1.786284331894228e-18	4.74404366417471e-20	2.1167663704153902e-22	8.363408106564399e-17	3.03212787443794e-22	1.0098869197628385e-22	6.659981009063536e-18	2.1354825565913984e-17	1.3851155513071787e-21	1.0	4.246826690438792e-20
G001515525	1	1.0	1.0	4.946583579066604e-43	1.0	1.0135084742140915e-34	0.0	2.3225762527721123e-17	6.148537202283281e-25	1.3367742752365165e-39	1.3994469631470573e-33	1.401298464324817e-45	1.0945351652339236e-27	1.363029688981102e-33	1.2181471539379194e-29	8.547920632381384e-43	2.447476851462895e-30	1.5590263773916756e-37
G000185385	3	3.0	1.0	2.788583944006386e-43	1.1210387714598537e-44	1.1210387714598537e-44	1.0	8.150845478997207e-30	4.14226078404907e-30	2.9782012190936158e-31	1.7668972336671618e-40	9.746030819379103e-42	5.605193857299268e-45	4.899316892905531e-23	2.7161555515297783e-31	6.0798727769405815e-25	6.895607574142063e-39	1.3499950466965357e-25
G900111255	4	4.0	1.0	4.797233777212827e-14	1.0335141596706787e-11	3.7299565328193926e-34	3.693385436635348e-26	1.0	9.344172280490685e-22	1.0212307616306454e-13	1.9302028241847327e-19	2.154275686518297e-18	4.753251802125261e-25	1.7417487672413343e-15	1.3197605079024077e-23	9.576531671290318e-30	5.579816556716688e-12	3.2662849828608433e-18
G000513955	9	9.0	1.0	3.693406846576006e-37	1.0785600397721243e-29	1.5549309717777273e-26	5.8936512583561555e-31	1.8205031642897401e-16	1.5069589841176012e-18	2.2310978089323366e-38	2.732693945300321e-21	1.8668999167230454e-22	1.0	3.3177215548912282e-18	5.306161807353681e-23	1.9630790186726362e-41	1.635864223694359e-32	9.024492827866248e-25
G001773275	12	12.0	1.0	6.002936862870012e-13	2.4442268432974793e-25	6.681918600815548e-25	1.9912851234887044e-18	1.7332177425641646e-16	5.076480852721876e-23	2.0386179863257647e-16	6.324424988533181e-27	1.1008409589746226e-20	3.1947559045614484e-22	2.9576749391784863e-16	1.5261819585887793e-12	1.0	4.549387144187599e-21	5.855454576070285e-12
G001683915	6	6.0	1.0	8.41683220761228e-23	4.171238489650522e-34	1.4395393461977775e-29	4.984340763032358e-21	4.482410556171379e-21	2.602943517248311e-21	1.0	1.9850553516457548e-21	1.2425018398929678e-26	1.939345417158958e-36	3.166543999548536e-16	1.4853380027671226e-13	2.340744226733907e-20	8.70393860738401e-24	8.462907869146684e-22
G001442615	11	11.0	1.0	1.7265645790771899e-25	5.9846359317030215e-31	3.953485819335942e-26	1.9164681363481433e-19	1.1276579405298552e-17	3.01410759939063e-19	2.905055685484097e-14	6.840883903164018e-29	8.765065873533728e-27	5.586701590899693e-25	5.028581821453585e-17	1.0	1.0703783830280774e-15	9.050664274473086e-24	5.922264219058757e-19
G000997505	12	12.0	1.0	2.4723041391894185e-09	2.1555749959870917e-25	1.540249281460104e-18	2.006548718978279e-20	3.982794578359533e-17	4.922932328384842e-19	3.701185736463408e-18	2.5899485421368456e-21	2.4283822761932758e-24	1.4557886608468818e-18	9.916715778162148e-19	4.120860011731786e-14	1.0	1.1898246912267836e-21	1.6074605025968164e-14
G001794595	0	0.0	1.0	1.0	2.154229567147441e-30	3.868429205753832e-29	5.310010413850852e-30	1.9582992739111696e-24	1.5216847802168096e-24	3.592055700858556e-30	4.9156577521267314e-24	1.6345882469614435e-36	2.8460064227086373e-24	1.0686732761820152e-22	1.3114280663683617e-18	2.6345560234748572e-17	4.232133838010334e-24	1.210547031716561e-19
G001187435	1	1.0	1.0	1.9522904554269626e-36	1.0	1.4981229753772222e-30	1.5331503538389729e-33	3.52829563540201e-22	1.2890490050884693e-18	2.2042424843829373e-42	4.404633953547399e-25	0.0	1.3779289194992028e-26	2.1044849124985187e-25	4.057189638117972e-21	1.291576794568184e-41	6.766412320550724e-32	1.6679029986054698e-28
G001868715	2	2.0	1.0	7.8868531109439685e-22	3.679183442058524e-33	1.0	3.540112991684019e-18	3.2558245809115896e-17	1.8960052711874953e-12	1.4269425606552698e-29	9.466061576588664e-19	8.401718894845694e-24	1.4568060102822608e-17	3.1971179592155154e-24	1.9152198017441798e-25	9.779209505979963e-14	1.748493813359093e-21	1.7156876810366876e-15
G000384955	9	9.0	1.0	2.253438565394675e-24	2.735621267781655e-31	2.2238481142803995e-32	2.5296249632588104e-28	8.069237687974642e-14	2.450668355271307e-18	2.088121364281829e-27	1.9992286905828882e-13	1.9049102621814272e-17	1.0	3.403364534637632e-10	3.581695144689358e-24	7.100338879962266e-18	1.8137005095142622e-19	5.512826862217636e-14
G001443525	10	10.0	1.0	6.600712253896666e-28	8.705231560494726e-32	6.703381087455759e-35	1.3339512638699915e-18	1.074269101816348e-14	1.4156756441222062e-22	2.1580317064463622e-28	1.118328812293025e-15	2.1650702115323791e-16	7.386290353899845e-16	1.0	3.1190175442397106e-11	5.2102399105959245e-25	3.5578986543989195e-20	4.7697856167238786e-23
G000612865	2	2.0	1.0	1.463637394163646e-29	1.7385355132686133e-38	1.0	5.697937167224883e-16	2.263180011220344e-18	1.877464980357124e-12	7.152723238262608e-26	1.1953892377972109e-20	9.55499231247393e-32	5.496060979851733e-25	7.836360883934826e-27	8.068465804503653e-22	1.2241519798283632e-21	5.964908610810134e-20	1.1589723538453644e-22
G000164635	7	7.0	1.0	0.0	3.921225466750849e-40	3.48783187770447e-42	3.4892331761687945e-43	5.430404003180096e-36	3.281355459136027e-35	0.0	1.0	4.6284874263664065e-38	3.467311326708367e-19	8.582838834329541e-23	5.142624776841827e-34	0.0	0.0	1.1430161760549384e-38
G000973065	14	14.0	1.0	5.465064010866787e-44	2.4388944637640385e-29	2.028855968588043e-40	2.008153188139683e-31	5.739198163508262e-20	8.94806889240737e-28	3.3350903450930646e-43	6.478619188963763e-30	4.710473288709718e-32	1.7177352533955037e-25	2.184743632551284e-29	2.808178590758477e-29	4.767488769312237e-25	1.2536059504344285e-31	1.0
G000007085	3	3.0	1.0	4.457579902611948e-30	0.0	9.605017237814698e-33	1.0	5.024183242017425e-20	1.0057381740445364e-23	7.051339416354447e-28	5.815358105992519e-29	3.0828566215145976e-44	5.512287769114533e-40	5.8629600543413935e-21	1.2581552826250798e-19	2.981376426059012e-21	1.4167795487093599e-27	7.756897774744593e-18
G001000675	0	0.0	1.0	1.0	5.318662728346537e-24	1.058747082798969e-24	1.078824222190074e-20	1.5760704373535273e-12	3.799944980465706e-17	1.2345318056617837e-18	6.155006347802183e-20	1.2687710633438182e-22	4.717288610659259e-17	1.619969146348689e-14	4.0053040501223866e-14	4.882836912578625e-10	4.6520014033348594e-20	3.305997510479208e-18
G000406905	4	4.0	1.0	4.954583360548418e-19	7.020373332484317e-26	3.8895003839781974e-29	8.222866425310407e-14	1.0	1.5277247511751718e-13	5.705819275587415e-28	7.46925352531426e-16	1.7931055527385548e-17	3.244822562929159e-27	1.1863361014219874e-19	3.7200079598834133e-20	9.419627831872729e-27	1.2661585807538965e-17	2.382159358660374e-08
G000155435	3	3.0	1.0	1.792981533309235e-33	2.8823675856282157e-24	1.5057725283750853e-29	1.0	3.493108039785387e-18	8.774772575215195e-11	5.439256576503495e-21	3.1491948564385653e-25	3.0828566215145976e-44	6.595966227428667e-32	3.1651680670348877e-23	7.174927979651862e-22	2.4194058582861625e-30	1.1523191062658172e-16	4.7556048262941154e-27
G000989865	12	12.0	1.0	1.4779617283048544e-21	1.3476245292457836e-38	3.268675590476384e-27	7.956745808493316e-23	5.956501534805057e-18	6.441910970585875e-19	5.304647827430311e-29	1.5471999931581174e-23	7.697777982743955e-30	1.9340403664022597e-29	1.1899218518292224e-18	4.1044290903686304e-24	1.0	2.2193605205515437e-21	5.867817082921833e-13
G000999185	0	0.0	1.0	1.0	0.0	7.691146572595305e-37	6.413743071214688e-41	5.494266622447807e-37	2.753618744724553e-39	9.650718981990815e-38	3.496965541094939e-38	0.0	6.08583923056268e-42	5.301048684587869e-36	4.0609297875286713e-32	2.475252831292599e-28	6.508050457863748e-41	8.870968623247388e-32
G001784585	14	14.0	1.0	1.0691449210771404e-17	8.755319374783263e-32	1.9059427728468774e-24	1.9572786723624433e-14	2.7198833463248917e-12	1.4946138944538223e-13	4.6829263260169786e-21	9.92835344197688e-23	1.2047240679450998e-19	1.6978517550225725e-11	3.3215736827685305e-09	5.442950032200945e-14	1.371646823900008e-10	6.167375515543813e-18	1.0
G000590865	7	7.0	1.0	3.7376365891184093e-10	6.534085968569517e-24	6.579887548271011e-23	2.804375475313055e-16	3.023853689521914e-17	4.798013497510554e-17	8.14014203265323e-11	1.0	2.326533537762125e-15	1.5104281757619131e-12	6.98216195971213e-09	6.949235631381612e-10	2.0719857904916638e-16	1.6077336684183763e-10	5.51615610827616e-12
G000634435	14	14.0	1.0	6.970752097154428e-22	1.932951227245995e-34	2.4964613667443017e-24	2.6915306232979053e-27	5.625982752582859e-12	3.9504346110519686e-14	1.0643049406177809e-20	1.8808283875720484e-18	1.4759491931182244e-15	1.2305538532597637e-11	8.349017007261428e-13	9.622048641254148e-15	1.1213519002239991e-10	1.5726748499805083e-15	1.0
G001467745	9	9.0	1.0	3.6924076347803453e-29	3.9356148016660403e-31	4.038386740351262e-19	3.4001522796178894e-29	4.092728887680816e-19	2.7363296790654216e-17	2.528081571149627e-28	1.858134422510366e-20	4.084217509370375e-17	1.0	1.4042023525820125e-16	2.470559526102339e-17	4.245300021181781e-22	5.697739975589179e-24	1.875720712725656e-17
G900096925	5	5.0	1.0	3.7441532327168655e-20	1.2862092734860684e-34	2.5281709017943577e-11	5.8957318570260375e-27	2.3488361363893492e-30	1.0	6.6527485372899285e-40	7.529761831055944e-38	1.093547935989459e-31	4.503734700606224e-35	3.00785696109198e-28	3.2802431590859983e-34	2.2991917185699417e-30	8.709899728799694e-28	6.095720066294328e-37
G000012845	6	6.0	1.0	3.115950076408159e-18	2.7020450385653625e-34	9.061158613359443e-33	5.77441094468942e-24	1.2903435220675994e-17	1.1471111604002826e-12	1.0	5.212642485090388e-26	2.3360172444806378e-27	4.235377929875442e-25	3.035027701487553e-25	2.0449888449292075e-09	2.6974710357762287e-20	1.1316710750677e-30	5.398904864453826e-21
G001627015	13	13.0	1.0	2.466203012965853e-37	0.0	1.603419373319361e-28	3.063480219185743e-32	2.046428399511497e-28	7.0212770943700205e-28	5.0424750466093526e-30	3.0441988424885943e-33	2.1047502934158752e-42	2.611375182442114e-30	2.1296096885955487e-24	2.129709883463865e-29	6.469135488620425e-30	1.0	2.282677170223375e-28
G000208405	5	5.0	1.0	1.630361613608595e-19	3.6158625347353236e-25	1.6481355912582568e-31	2.1153177544137338e-18	1.304023349805311e-13	1.0	8.290053212855314e-20	3.2777791744601505e-19	3.888653461038329e-37	3.6650933647958814e-17	5.774725368869023e-22	3.0219863023062458e-24	5.546348758509766e-20	6.641982437813783e-21	1.1011778294767183e-11
G000513135	2	2.0	1.0	4.934925600927958e-35	1.9602764217439866e-41	1.0	5.034072084887647e-24	1.1356000168418432e-26	6.023857085889206e-13	9.743978490576251e-30	1.1557382336751362e-26	4.8861735477063623e-32	1.1031643026252308e-30	3.051556932029513e-34	1.485034351864048e-25	1.178716792731112e-27	3.1584346363099993e-25	6.673266007132243e-30
G001817715	0	0.0	1.0	1.0	6.186388967187081e-26	3.636343847619189e-35	1.3544239556411774e-28	4.8089601013346153e-14	7.383732519287898e-22	9.453039892590702e-18	2.909804015763337e-28	6.653156966332049e-31	1.807793696770552e-20	8.127281758983994e-22	5.3617258353091116e-17	3.529998168771975e-11	1.6232328022108042e-32	1.0087921692240464e-17
G001823995	0	0.0	1.0	1.0	3.48649981459467e-36	2.8182298143176418e-39	8.406953145778868e-37	1.0922508367480441e-32	9.946739358943732e-38	2.707602345233669e-37	8.333050065620426e-34	0.0	3.156505159506423e-34	2.5681177687180396e-36	1.4862032169280752e-23	2.0664135681617503e-23	4.201723380354748e-40	6.432519497869147e-30
G000378885	4	4.0	1.0	2.967655033983376e-38	2.2181122749572805e-17	6.02581060991741e-28	9.381503278251606e-28	1.0	2.868661254720739e-13	5.092543275526186e-37	2.057143899691681e-20	3.8151514791451763e-25	3.0074323565353056e-13	1.320522602940924e-13	1.3312335411085762e-43	6.283852000173759e-28	2.9818632355367537e-15	2.965968697780823e-23
G000430605	5	5.0	1.0	1.7680367126371273e-23	2.428710808256537e-28	2.066147728347578e-21	8.895498653034035e-18	7.317532927708884e-21	1.0	1.9444011114416507e-39	6.422367171627755e-23	1.7236164579629592e-25	1.6213754336265486e-18	1.4865060839798724e-20	6.311276900705274e-16	5.084165856395795e-19	3.7007556383096025e-29	4.682833507356661e-15
G000402835	14	14.0	1.0	1.1171977656083701e-32	2.429848855390781e-22	2.6633716933288643e-12	3.890979501064382e-24	1.035829476120527e-14	2.362498651570233e-12	3.0907353329810307e-25	7.94332365699752e-20	3.847837629224602e-30	3.3163947158296625e-17	3.0081268587167642e-09	2.27472116765329e-15	5.44165324321864e-25	1.989072223444223e-14	1.0
